,Receipt,Date,Description,Client,Staff,Quantity,Amount,GST,PST
1897,969,2018-06-07,Accent lights and color,WOOJ01,JOANNE,1,140.0,7.0,11.2
1898,969,2018-06-07,Blowdry,WOOJ01,JJ,1,52.0,2.6,4.16
1899,97,2018-04-05,Women's hair cut,VERM01,JJ,1,82.0,4.1,6.56
1900,971,2018-06-07,Women's hair cut,HERD01,KELLY,1,45.0,2.25,3.6
1901,971,2018-06-07,LP hair touch up brown 59ml,HERD01,KELLY,1,18.45,0.9225,1.476
1902,973,2018-06-07,Blowdry,KUKK01,JJ,1,42.0,2.1,3.36
1903,973,2018-06-07,Highlights partial,KUKK01,JOANNE,1,150.0,7.5,12.0
1904,974,2018-06-08,Women's hair cut,NICM01,JJ,1,102.0,5.1,8.16
1905,975,2018-06-08,Women's hair cut,SARK01,JJ,1,102.0,5.1,8.16
1906,976,2018-06-08,Women's hair cut,CLAM01,JJ,1,82.0,4.1,6.56
1907,977,2018-06-08,Women's hair cut,MALJ01,JJ,1,82.0,4.1,6.56
1908,978,2018-06-08,Men's hair cut,ZIMJ01,JJ,1,60.0,3.0,4.8
1909,979,2018-06-08,Dry updo,MARO01,KELLY,1,60.0,3.0,4.8
1910,98,2018-04-05,Women's hair cut,DANJ02,BECKY,1,60.0,3.0,4.8
1911,980,2018-06-08,Women's hair cut,LUL01,KELLY,1,75.0,3.75,6.0
1912,981,2018-06-08,Highlights partial,BOES01,JOANNE,1,120.0,6.0,9.6
1913,982,2018-06-08,Women's hair cut,STOK02,JJ,1,82.0,4.1,6.56
1914,982,2018-06-08,Blowdry,ARRM01,KELLY,1,45.0,2.25,3.6
1915,982,2018-06-08,Color full color,ARRM01,JOANNE,1,75.0,3.75,6.0
1916,983,2018-06-08,Blowdry,COLG01,JJ,1,52.0,2.6,4.16
1917,984,2018-06-08,Women's hair cut,NGC01,KELLY,1,55.0,2.75,4.4
1918,985,2018-06-08,Blowdry,REIL01,JJ,1,52.0,2.6,4.16
1919,986,2018-06-08,Women's hair cut,MERN01,KELLY,1,55.0,2.75,4.4
1920,987,2018-06-08,Men's hair cut,SINS01,JJ,1,60.0,3.0,4.8
1921,988,2018-06-08,Women's hair cut,CALC01,KELLY,1,55.0,2.75,4.4
1922,989,2018-06-08,Women's hair cut,BEAA02,JJ,1,82.0,4.1,6.56
1923,989,2018-06-08,Shu cotton uzu 75m,BEAA02,JJ,1,37.8,1.89,3.0239999999999996
1924,99,2018-04-05,Women's hair cut,JARS01,JJ,1,82.0,4.1,6.56
1925,990,2018-06-09,Blowdry,HUDM01,JJ,1,52.0,2.6,4.16
1926,991,2018-06-09,Women's hair cut,KRIJ01,JJ,1,102.0,5.1,8.16
1927,993,2018-06-09,Women's hair cut,YANJ01,KELLY,1,45.0,2.25,3.6
1928,994,2018-06-09,Women's hair cut,GALG01,JJ,1,102.0,5.1,8.16
1929,995,2018-06-09,Color touch up,LEAS01,JOANNE,1,50.0,2.5,4.0
1930,998,2018-06-09,Men's hair cut,CAND01,JJ,1,60.0,3.0,4.8
1931,998,2018-06-09,Men's camo color,CAND01,JJ,1,45.0,2.25,3.6
1932,999,2018-06-09,Color touch up,KOSI01,JOANNE,1,70.0,3.5,5.6
1933,999,2018-06-09,Women's hair cut,KOSI01,JJ,1,102.0,5.1,8.16
