,Receipt,Date,Description,Client,Staff,Quantity,Amount,GST,PST
315,1265,2018-06-28,Women's hair cut,BOTK01,JJ,1,82.0,4.1,6.56
316,1267,2018-06-28,Color touch up,BENC01,JOANNE,1,70.0,3.5,5.6
317,1268,2018-06-28,Women's hair cut,SIDA01,BECKY,1,60.0,3.0,4.8
318,1269,2018-06-28,Women's hair cut,YEHC01,JJ,1,82.0,4.1,6.56
319,127,2018-04-06,Blowdry,NORE01,BECKY,1,30.0,1.5,2.4
320,1270,2018-06-28,Men's hair cut,HOG*01,BECKY,1,50.0,2.5,4.0
321,1271,2018-06-28,Women's hair cut,SILG01,JJ,1,82.0,4.1,6.56
322,1272,2018-06-28,Blowdry,ELSM01,BECKY,1,50.0,2.5,4.0
323,1274,2018-06-28,Men's hair cut,BATP01,JJ,1,50.0,2.5,4.0
324,1276,2018-06-28,Consultation,RUBA01,JJ,1,0.0,0.0,0.0
325,1276,2018-06-28,Shu essence absolue oil 150m,RUBA01,JJ,1,62.1,3.105,4.968
326,1278,2018-06-28,Men's hair cut,WASS01,KELLY,1,35.0,1.75,2.8
327,1279,2018-06-28,Men's hair cut,MAKM01,BECKY,1,50.0,2.5,4.0
328,128,2018-04-06,Women's hair cut,KULR01,BECKY,1,60.0,3.0,4.8
329,1281,2018-06-28,Men's hair cut,BURD01,BECKY,1,5.0,0.25,0.4
330,1282,2018-06-28,Women's hair cut,ADAP01,KELLY,1,55.0,2.75,4.4
331,1282,2018-06-28,Color full color,ADAP01,KELLY,1,65.0,3.25,5.2
332,1283,2018-06-28,Blowdry,DOWR01,JJ,1,52.0,2.6,4.16
333,1284,2018-06-28,Women's hair cut,WALT01,KELLY,1,55.0,2.75,4.4
334,1285,2018-06-29,Blowdry,SIRM01,BECKY,1,50.0,2.5,4.0
335,1285,2018-06-29,miscellaneous,SIRM01,HOUSE,1,-50.0,-2.5,-4.0
336,1287,2018-06-29,Men's hair cut,COLR02,BECKY,1,50.0,2.5,4.0
337,1287,2018-06-29,Men's hair cut,COLR01,BECKY,1,50.0,2.5,4.0
338,1287,2018-06-29,Women's hair cut,COLG01,JJ,1,102.0,5.1,8.16
339,1288,2018-06-29,Men's hair cut,KLEA01,BECKY,1,50.0,2.5,4.0
340,1289,2018-06-29,Women's hair cut,LEVL01,JJ,1,102.0,5.1,8.16
341,129,2018-04-06,Men's hair cut,HELJ01,BECKY,1,30.0,1.5,2.4
342,1291,2018-06-29,Women's hair cut,MCMC01,JJ,1,82.0,4.1,6.56
343,1292,2018-06-29,Accent lights and color,NGUS01,JOANNE,1,140.0,7.0,11.2
344,1294,2018-06-29,Women's hair cut,GREL01,BECKY,1,60.0,3.0,4.8
345,1295,2018-06-29,Women's hair cut,SAVP01,JJ,1,102.0,5.1,8.16
346,1296,2018-06-29,Men's hair cut,FLEL01,BECKY,1,50.0,2.5,4.0
347,1297,2018-06-29,Men's hair cut,OHAG01,JJ,1,60.0,3.0,4.8
348,1297,2018-06-29,AG Dry Lift 44ml,OHAG01,JJ,1,21.6,1.08,1.7280000000000002
349,1297,2018-06-29,Children (under 12),OHA*01,BECKY,1,30.0,1.5,2.4
350,1298,2018-06-29,Women's hair cut,HAMN01,JJ,1,102.0,5.1,8.16
351,1298,2018-06-29,Color touch up,HAMN01,JOANNE,1,70.0,3.5,5.6
352,13,2018-03-15,Men's hair cut,LEHJ01,JJ,1,40.0,2.0,3.2
353,130,2018-04-06,Men's hair cut,MCLI01,JJ,1,40.0,2.0,3.2
354,1300,2018-06-29,Partial highlights and color,KALA01,JOANNE,1,160.0,8.0,12.8
355,1300,2018-06-29,Women's hair cut,KALA01,JJ,1,102.0,5.1,8.16
356,1301,2018-06-29,Women's hair cut,OGDJ01,BECKY,1,60.0,3.0,4.8
357,1302,2018-06-29,Men's hair cut,APTM01,JJ,1,30.0,1.5,2.4
358,1302,2018-06-29,Shu wonder worker 150ml,APTM01,JJ,1,37.8,1.89,3.0239999999999996
359,1302,2018-06-29,KM Motion lotion 150ml,APTM01,JJ,1,28.8,1.44,2.3040000000000003
360,1303,2018-06-29,Women's hair cut,WANM01,BECKY,1,80.0,4.0,6.4
361,1303,2018-06-29,Shu cleansing oil sh400ml,WANM01,BECKY,1,50.4,2.52,4.032
362,1304,2018-06-29,Balayage,MCWC01,KELLY,1,150.0,7.5,12.0
363,1304,2018-06-29,Women's hair cut,MCWC01,KELLY,1,65.0,3.25,5.2
364,1304,2018-06-29,Color toner,MCWC01,KELLY,1,45.0,2.25,3.6
365,1304,2018-06-29,Smart Bond,MCWC01,KELLY,2,50.0,2.5,4.0
366,1304,2018-06-29,Color additional service,MCWC01,KELLY,1,5.0,0.25,0.4
367,1305,2018-06-30,Blowdry,CASN01,BECKY,1,30.0,1.5,2.4
368,1306,2018-06-30,Men's hair cut,DELC01,BECKY,1,50.0,2.5,4.0
369,1307,2018-06-30,,WALK_IN,BECKY,1,31.23,1.5615,2.4984
370,1307,2018-06-30,,WALK_IN,BECKY,1,23.94,1.197,1.9152
371,1308,2018-06-30,Women's hair cut,HAMA01,KELLY,1,45.0,2.25,3.6
372,1308,2018-06-30,PO color fanatic 200ml,HAMA01,KELLY,1,27.45,1.3725,2.1959999999999997
373,1309,2018-06-30,Men's hair cut,IRWE01,BECKY,1,50.0,2.5,4.0
374,1309,2018-06-30,Color touch up,IRWE01,JOANNE,1,70.0,3.5,5.6
375,131,2018-04-07,Women's hair cut,GALG01,JJ,1,82.0,4.1,6.56
376,1310,2018-06-30,Women's hair cut,LEHN01,JJ,1,82.0,4.1,6.56
377,1310,2018-06-30,KM Motion lotion 150ml,LEHN01,JJ,1,28.8,1.44,2.3040000000000003
378,1311,2018-06-30,Women's hair cut,EZIR01,JJ,1,102.0,5.1,8.16
379,1313,2018-06-30,Highlights partial,GOSD01,JOANNE,1,130.0,6.5,10.4
380,1314,2018-06-30,Blow dry bundle 5+1,SKUD01,HOUSE,1,230.0,11.5,18.4
381,1316,2018-06-30,Color full color,TRAS02,JOANNE,1,65.0,3.25,5.2
382,1317,2018-06-30,Shu essence absolue C.milk 250,WALK_IN,JJ,1,50.4,2.52,4.032
383,1318,2018-06-30,Blowdry,WOOJ01,BECKY,1,50.0,2.5,4.0
384,1319,2018-06-30,Color full color,FISV01,JOANNE,1,85.0,4.25,6.8
385,1319,2018-06-30,Women's hair cut,FISV01,BECKY,1,80.0,4.0,6.4
386,1319,2018-06-30,PO Hydrate superfood masque150,FISV01,BECKY,1,36.3,1.815,2.904
387,132,2018-04-07,Women's hair cut,SENM01,BECKY,1,60.0,3.0,4.8
388,1320,2018-06-30,Women's hair cut,LAS01,JJ,1,82.0,4.1,6.56
389,1321,2018-06-30,Women's hair cut,DEYS01,BECKY,1,60.0,3.0,4.8
390,1322,2018-06-30,Blowdry,WELN01,JJ,1,30.0,1.5,2.4
391,1324,2018-06-30,Smart Bond,TAMA01,KELLY,1,25.0,1.25,2.0
392,1324,2018-06-30,Women's hair cut,TAMA01,KELLY,1,75.0,3.75,6.0
393,1324,2018-06-30,Color toner,TAMA01,KELLY,2,90.0,4.5,7.2
394,1324,2018-06-30,Balayage,TAMA01,KELLY,1,150.0,7.5,12.0
395,1324,2018-06-30,PO color fanatic 200ml,TAMA01,KELLY,1,27.45,1.3725,2.1959999999999997
396,1324,2018-06-30,miscellaneous,TAMA01,KELLY,1,-50.0,-2.5,-4.0
397,1326,2018-06-30,Women's hair cut,KRAV01,KELLY,1,65.0,3.25,5.2
398,1326,2018-06-30,double process blonde,KRAV01,KELLY,1,100.0,5.0,8.0
399,1326,2018-06-30,Smart Bond,KRAV01,KELLY,1,25.0,1.25,2.0
400,1327,2018-07-03,Blowdry,WONM02,JJ,1,52.0,2.6,4.16
401,1327,2018-07-03,miscellaneous,WONM02,HOUSE,1,-52.0,-2.6,-4.16
402,1328,2018-07-03,Color touch up,SUNS01,KELLY,1,65.0,3.25,5.2
403,133,2018-04-07,Men's hair cut,STOD01,BECKY,1,30.0,1.5,2.4
404,1330,2018-07-03,Women's hair cut,KIMH01,JJ,1,82.0,4.1,6.56
405,1330,2018-07-03,elchim dryer,KIMH01,JJ,1,224.1,11.205,17.928
406,1331,2018-07-03,Blowdry,HILJ01,BECKY,1,50.0,2.5,4.0
407,1331,2018-07-03,miscellaneous,HILJ01,HOUSE,1,-50.0,-2.5,-4.0
408,1332,2018-07-03,Blowdry,BROS01,BECKY,1,50.0,2.5,4.0
409,1332,2018-07-03,miscellaneous,BROS01,HOUSE,1,-50.0,-2.5,-4.0
410,1336,2018-07-03,Men's hair cut,NORJ01,JJ,1,40.0,2.0,3.2
411,1337,2018-07-03,Highlights partial,TINA02,JOANNE,1,160.0,8.0,12.8
412,1338,2018-07-03,Men's hair cut,OWED01,BECKY,1,50.0,2.5,4.0
413,1339,2018-07-03,Men's hair cut,TASJ01,JJ,1,40.0,2.0,3.2
414,134,2018-04-07,Women's hair cut,DOLD01,JJ,1,82.0,4.1,6.56
415,1340,2018-07-03,Women's hair cut,KREJ01,BECKY,1,60.0,3.0,4.8
416,1341,2018-07-03,Women's hair cut,DHAS02,KELLY,1,45.0,2.25,3.6
417,1341,2018-07-03,Highlights half head,DHAS02,KELLY,1,130.0,6.5,10.4
418,1341,2018-07-03,Smart Bond,DHAS02,KELLY,2,50.0,2.5,4.0
419,1341,2018-07-03,Color toner,DHAS02,KELLY,1,45.0,2.25,3.6
420,1342,2018-07-03,Men's hair cut,NICP01,BECKY,1,50.0,2.5,4.0
421,1343,2018-07-03,Men's hair cut,LAWJ01,BECKY,1,50.0,2.5,4.0
422,1345,2018-07-03,Women's hair cut,ROWD01,BECKY,1,80.0,4.0,6.4
423,1346,2018-07-03,Men's hair cut,LEHJ01,JJ,1,50.0,2.5,4.0
424,1346,2018-07-03,NeuMa Clay 50g,LEHJ01,JJ,1,28.8,1.44,2.3040000000000003
425,1347,2018-07-03,Men's hair cut,JOHD01,BECKY,1,50.0,2.5,4.0
426,1348,2018-07-04,Men's hair cut,PANB01,KELLY,1,35.0,1.75,2.8
427,1349,2018-07-04,Women's hair cut,ALVJ01,JJ,1,102.0,5.1,8.16
428,1350,2018-07-04,Men's hair cut,PARD01,KELLY,1,35.0,1.75,2.8
429,1351,2018-07-04,Highlights partial,RIDY01,JOANNE,1,140.0,7.0,11.2
430,1352,2018-07-04,Women's hair cut,TAYN01,JJ,1,82.0,4.1,6.56
431,1353,2018-07-04,Women's hair cut,GELK01,JJ,1,102.0,5.1,8.16
432,1353,2018-07-04,Shu cleansing oil sh400ml,GELK01,JJ,-1,-50.4,-2.52,-4.032
433,1356,2018-07-04,Men's hair cut,GRET01,JJ,1,60.0,3.0,4.8
434,1357,2018-07-04,Men's hair cut,TANJ01,KELLY,1,35.0,1.75,2.8
435,1358,2018-07-04,Blowdry,COLG01,KELLY,1,55.0,2.75,4.4
436,1359,2018-07-04,Blowdry,ARRM01,JJ,1,52.0,2.6,4.16
437,1359,2018-07-04,Color full color,ARRM01,JOANNE,1,85.0,4.25,6.8
438,136,2018-04-07,Children (under 12),SINT01,BECKY,1,30.0,1.5,2.4
439,136,2018-04-07,Children (under 12),SINW01,JJ,1,32.0,1.6,2.56
440,1360,2018-07-04,Color touch up,DAMK01,JOANNE,1,60.0,3.0,4.8
441,1360,2018-07-04,Women's hair cut,DAMK01,KELLY,1,65.0,3.25,5.2
442,1360,2018-07-04,Treatments 1,DAMK01,JOANNE,1,20.0,1.0,1.6
443,1360,2018-07-04,PO color fanatic 30ml,DAMK01,JOANNE,1,8.32,0.41600000000000004,0.6656
444,1361,2018-07-04,LP Smart Bond con 250ml,WALK_IN,JJ,1,27.9,1.395,2.2319999999999998
445,1363,2018-07-04,Men's hair cut,GROJ01,JJ,1,0.0,0.0,0.0
446,1368,2018-07-05,Men's hair cut,STOV01,JJ,1,60.0,3.0,4.8
447,1369,2018-07-05,Blowdry,DEH01,JJ,1,32.0,1.6,2.56
448,137,2018-04-07,Women's hair cut,JOHJ01,SINEAD,1,70.0,3.5,5.6
449,1370,2018-07-05,Women's hair cut,GRIA01,BECKY,1,80.0,4.0,6.4
450,1372,2018-07-05,Men's camo color,SCHJ01,JJ,1,45.0,2.25,3.6
451,1373,2018-07-05,Women's hair cut,CYRA01,BECKY,1,80.0,4.0,6.4
452,1374,2018-07-05,Men's hair cut,KIRJ01,KELLY,1,35.0,1.75,2.8
453,1375,2018-07-05,Men's hair cut,POUG01,KELLY,1,35.0,1.75,2.8
454,1376,2018-07-05,Blowdry,BANR01,BECKY,1,50.0,2.5,4.0
455,1376,2018-07-05,Color touch up,BANR01,JOANNE,1,70.0,3.5,5.6
456,1378,2018-07-05,Men's hair cut,GUBD01,JJ,1,60.0,3.0,4.8
457,1379,2018-07-05,Women's hair cut,BRIK01,JJ,1,102.0,5.1,8.16
458,138,2018-04-07,Women's hair cut,KURG01,JJ,1,82.0,4.1,6.56
459,1380,2018-07-05,Men's hair cut,BRAN01,BECKY,1,50.0,2.5,4.0
460,1381,2018-07-05,Men's hair cut,GALB01,JJ,1,60.0,3.0,4.8
461,1382,2018-07-05,Women's hair cut,KOLK01,KELLY,1,45.0,2.25,3.6
462,1383,2018-07-05,Men's hair cut,VALT01,KELLY,1,35.0,1.75,2.8
463,1384,2018-07-06,Blowdry,SIRM01,BECKY,1,50.0,2.5,4.0
464,1384,2018-07-06,miscellaneous,SIRM01,HOUSE,1,-50.0,-2.5,-4.0
465,1385,2018-07-06,Men's hair cut,THOD01,JJ,1,60.0,3.0,4.8
466,1388,2018-07-06,Women's hair cut,CHMY01,BECKY,1,80.0,4.0,6.4
467,1389,2018-07-06,Dry updo,MARO01,KELLY,1,80.0,4.0,6.4
468,139,2018-04-07,Women's hair cut,WANM01,BECKY,1,60.0,3.0,4.8
469,139,2018-04-07,PO Clean Volume sh 250ml,WANM01,BECKY,1,34.15,1.7075,2.7319999999999998
470,1390,2018-07-06,Balayage,LEM01,KELLY,1,160.0,8.0,12.8
471,1390,2018-07-06,Women's hair cut,LEM01,KELLY,1,65.0,3.25,5.2
472,1390,2018-07-06,LP Silver Shampoo 300ml,LEM01,KELLY,1,22.95,1.1475,1.8359999999999999
473,1390,2018-07-06,Smart Bond,LEM01,KELLY,2,50.0,2.5,4.0
474,1390,2018-07-06,Color toner,LEM01,KELLY,1,40.0,2.0,3.2
475,1391,2018-07-06,Men's hair cut,SHAM01,KELLY,1,35.0,1.75,2.8
476,1392,2018-07-06,Women's hair cut,MINA02,BECKY,1,70.0,3.5,5.6
477,1392,2018-07-06,Color toner,MINA02,JOANNE,1,35.0,1.75,2.8
478,1394,2018-07-06,Women's hair cut,HIMB01,JJ,1,102.0,5.1,8.16
479,1395,2018-07-06,Color touch up,MUMK01,JOANNE,1,70.0,3.5,5.6
480,1395,2018-07-06,Women's hair cut,MUMK01,JJ,1,75.0,3.75,6.0
481,1396,2018-07-06,Color mini touch up,LIND01,JOANNE,1,50.0,2.5,4.0
482,1396,2018-07-06,Blow dry bundle 5+1,LIND01,HOUSE,1,250.0,12.5,20.0
483,1397,2018-07-06,Women's hair cut,BOYL01,BECKY,1,80.0,4.0,6.4
484,1398,2018-07-06,Women's hair cut,MCAJ01,JJ,1,82.0,4.1,6.56
485,1398,2018-07-06,Men's hair cut,CALD01,JJ,1,40.0,2.0,3.2
486,1399,2018-07-06,miscellaneous,ROBM01,JJ,1,0.0,0.0,0.0
487,14,2018-03-16,Women's hair cut,CHEW01,JJ,1,82.0,4.1,6.56
488,140,2018-04-07,Women's hair cut,KENH01,SINEAD,1,70.0,3.5,5.6
489,1400,2018-07-06,Women's hair cut,GOSD01,JJ,1,102.0,5.1,8.16
490,1401,2018-07-06,Women's hair cut,BEBY01,BECKY,1,60.0,3.0,4.8
491,1402,2018-07-06,Blowdry,HADD01,KELLY,1,35.0,1.75,2.8
492,1404,2018-07-06,Color touch up,MOIB01,JOANNE,1,70.0,3.5,5.6
493,1404,2018-07-06,Women's hair cut,MOIB01,JJ,1,102.0,5.1,8.16
494,1404,2018-07-06,Shu essence absolue oil 150m,MOIB01,JJ,1,62.1,3.105,4.968
495,1405,2018-07-06,Blowdry,CARK01,KELLY,1,35.0,1.75,2.8
496,1406,2018-07-06,Women's hair cut,SINM01,JJ,1,82.0,4.1,6.56
497,1407,2018-07-06,Men's hair cut,TERJ01,KELLY,1,35.0,1.75,2.8
498,1408,2018-07-07,Women's hair cut,KINN01,JJ,1,102.0,5.1,8.16
499,1409,2018-07-07,Consultation,STOD01,JJ,1,0.0,0.0,0.0
500,141,2018-04-07,Partial highlights and color,WILK01,KELLY,1,120.0,6.0,9.6
501,141,2018-04-07,Blowdry,WILK01,JJ,1,42.0,2.1,3.36
502,1410,2018-07-07,Consultation,CASH01,JJ,1,0.0,0.0,0.0
503,1412,2018-07-07,Women's hair cut,SPEK01,JJ,1,102.0,5.1,8.16
504,1412,2018-07-07,Color touch up,SPEK01,JOANNE,1,70.0,3.5,5.6
505,1413,2018-07-07,Women's hair cut,CHOK01,KELLY,1,45.0,2.25,3.6
506,1413,2018-07-07,PO clean volume con 250ml,CHOK01,KELLY,1,33.52,1.676,2.6816
507,1413,2018-07-07,PO Clean Volume sh 250ml,CHOK01,KELLY,1,30.73,1.5365,2.4584
508,1414,2018-07-07,Blowdry,ARRM01,JJ,1,52.0,2.6,4.16
509,1415,2018-07-07,Color full color,POIJ01,JOANNE,1,65.0,3.25,5.2
510,1416,2018-07-07,Balayage,PIJM01,KELLY,1,150.0,7.5,12.0
511,1416,2018-07-07,Women's hair cut,PIJM01,KELLY,1,65.0,3.25,5.2
512,1416,2018-07-07,Smart Bond,PIJM01,KELLY,2,50.0,2.5,4.0
513,1416,2018-07-07,Color toner,PIJM01,KELLY,1,25.0,1.25,2.0
514,1419,2018-07-07,Highlights partial,SMIS01,JOANNE,1,160.0,8.0,12.8
515,1419,2018-07-07,Women's hair cut,SMIS01,JJ,1,102.0,5.1,8.16
516,142,2018-04-07,Color full color,CAYK01,KELLY,1,70.0,3.5,5.6
517,142,2018-04-07,Women's hair cut,CAYK01,BECKY,1,70.0,3.5,5.6
518,142,2018-04-07,PO strength cure sh 250ml,CAYK01,BECKY,1,32.44,1.6219999999999999,2.5952
519,142,2018-04-07,PO Hydrate superfood masque150,CAYK01,BECKY,1,38.31,1.9155,3.0648
520,1420,2018-07-07,Blowdry,?A01,KELLY,1,55.0,2.75,4.4
521,1420,2018-07-07,miscellaneous,?A01,HOUSE,1,-20.0,-1.0,-1.6
522,1421,2018-07-07,Men's hair cut,MORD01,KELLY,1,55.0,2.75,4.4
523,1422,2018-07-07,Blowdry,BREH01,JJ,1,52.0,2.6,4.16
524,1423,2018-07-07,PO Hydrate sheer sh 250ml,WALK_IN,JJ,1,30.73,1.5365,2.4584
525,1424,2018-07-07,Color touch up,NADS01,JOANNE,1,70.0,3.5,5.6
526,1424,2018-07-07,Shu essence absolue C.milk 250,NADS01,JOANNE,1,50.4,2.52,4.032
527,1424,2018-07-07,Shu wonder worker 150ml,NADS01,JOANNE,1,37.8,1.89,3.0239999999999996
528,1425,2018-07-07,Blowdry,HUDM01,KELLY,1,55.0,2.75,4.4
529,1425,2018-07-07,Shu essence absolue oil 150m,HUDM01,KELLY,1,62.1,3.105,4.968
530,1425,2018-07-07,PO hydrate sh  250ml,HUDM01,KELLY,1,30.73,1.5365,2.4584
531,1425,2018-07-07,PO hydrate con 250ml,HUDM01,KELLY,1,33.52,1.676,2.6816
532,1425,2018-07-07,LP hair touch up dark blond 59,HUDM01,KELLY,1,18.45,0.9225,1.476
533,1426,2018-07-07,Women's hair cut,BERH01,JJ,1,102.0,5.1,8.16
534,1426,2018-07-07,KM Motion lotion 150ml,BERH01,JJ,1,28.8,1.44,2.3040000000000003
535,1427,2018-07-07,Consultation,MACB01,JJ,1,0.0,0.0,0.0
536,1428,2018-07-07,Blowdry,WONM02,JJ,1,52.0,2.6,4.16
537,1428,2018-07-07,miscellaneous,WONM02,HOUSE,1,-52.0,-2.6,-4.16
538,1428,2018-07-07,Color mini touch up,WONM02,JOANNE,1,50.0,2.5,4.0
539,1429,2018-07-07,Men's hair cut,SQUN01,JJ,1,20.0,1.0,1.6
540,1430,2018-07-10,Women's hair cut,CLAM01,JJ,1,102.0,5.1,8.16
541,1431,2018-07-10,Women's hair cut,WARG01,JJ,1,102.0,5.1,8.16
542,1432,2018-07-10,Men's hair cut,SMIL01,JJ,1,40.0,2.0,3.2
543,1433,2018-07-10,Women's hair cut,MART01,KELLY,1,65.0,3.25,5.2
544,1433,2018-07-10,Color touch up,MART01,JOANNE,1,60.0,3.0,4.8
545,1434,2018-07-10,Men's hair cut,GRIP01,BECKY,1,50.0,2.5,4.0
546,1436,2018-07-10,Men's hair cut,MASA01,BECKY,1,50.0,2.5,4.0
547,1438,2018-07-10,Men's hair cut,LANR01,KELLY,1,35.0,1.75,2.8
548,1439,2018-07-10,Women's hair cut,BALO01,JJ,1,82.0,4.1,6.56
549,144,2018-04-07,Women's hair cut,BLAJ01,SINEAD,1,65.0,3.25,5.2
550,1440,2018-07-10,Women's hair cut,HOLD01,BECKY,1,80.0,4.0,6.4
551,1442,2018-07-10,Men's hair cut,DEAM01,KELLY,1,35.0,1.75,2.8
552,1443,2018-07-10,Women's hair cut,RICP01,BECKY,1,80.0,4.0,6.4
553,1444,2018-07-10,Blowdry,HILJ01,BECKY,1,50.0,2.5,4.0
554,1444,2018-07-10,miscellaneous,HILJ01,HOUSE,1,-50.0,-2.5,-4.0
555,1446,2018-07-10,Women's hair cut,WEIA01,JJ,1,102.0,5.1,8.16
556,1447,2018-07-10,Men's hair cut,SINS02,KELLY,1,55.0,2.75,4.4
557,1448,2018-07-10,Smoothing treatment,ARRM01,BECKY,1,300.0,15.0,24.0
558,1449,2018-07-10,Men's hair cut,SINS01,JJ,1,60.0,3.0,4.8
559,1449,2018-07-10,KM Night Rider 100g,SINS01,JJ,1,28.8,1.44,2.3040000000000003
560,145,2018-04-08,Women's hair cut,TOPS01,BECKY,1,60.0,3.0,4.8
561,1450,2018-07-10,Men's hair cut,BESJ01,KELLY,1,35.0,1.75,2.8
562,1451,2018-07-10,Men's hair cut,BUDG02,BECKY,1,50.0,2.5,4.0
563,1452,2018-07-10,Men's hair cut,TAYE01,JJ,1,60.0,3.0,4.8
564,1453,2018-07-10,Blowdry,NIDN01,KELLY,1,55.0,2.75,4.4
565,1453,2018-07-10,Color full color,NIDN01,JOANNE,1,85.0,4.25,6.8
566,1454,2018-07-10,Color touch up,SCHP01,JOANNE,1,70.0,3.5,5.6
567,1454,2018-07-10,Women's hair cut,SCHP01,BECKY,1,80.0,4.0,6.4
568,1455,2018-07-10,Color touch up,WOOJ01,JOANNE,1,70.0,3.5,5.6
569,1455,2018-07-10,Blowdry,WOOJ01,JJ,1,52.0,2.6,4.16
570,1456,2018-07-11,Women's hair cut,KEAJ01,JJ,1,82.0,4.1,6.56
571,1457,2018-07-12,Women's hair cut,JACA01,JJ,1,82.0,4.1,6.56
572,1458,2018-07-11,Children (under 12),MUNM01,JJ,1,32.0,1.6,2.56
573,1458,2018-07-11,Children (under 12),MUNJ01,KELLY,1,35.0,1.75,2.8
574,1459,2018-07-11,Blowdry,WONM02,JJ,1,52.0,2.6,4.16
575,1459,2018-07-11,miscellaneous,WONM02,HOUSE,1,-52.0,-2.6,-4.16
576,146,2018-04-08,Blowdry,SCHJ03,BECKY,1,30.0,1.5,2.4
577,1463,2018-07-11,Women's hair cut,KIMS01,JJ,1,102.0,5.1,8.16
578,1464,2018-07-11,Men's hair cut,WICJ01,JJ,1,60.0,3.0,4.8
579,1465,2018-07-11,AG balance 355ml,WALK_IN,JJ,1,27.0,1.35,2.16
580,1466,2018-07-11,Men's hair cut,DUFM01,KELLY,1,35.0,1.75,2.8
581,1466,2018-07-11,PO hydrate con 250ml,DUFM01,KELLY,1,33.52,1.676,2.6816
582,1466,2018-07-11,LP Silver Shampoo 300ml,DUFM01,KELLY,1,22.95,1.1475,1.8359999999999999
583,1468,2018-07-11,Women's hair cut,MCGA01,JJ,1,102.0,5.1,8.16
584,1469,2018-07-11,Blowdry,COLG01,JJ,1,52.0,2.6,4.16
585,1469,2018-07-11,Color touch up,COLG01,JOANNE,1,70.0,3.5,5.6
586,147,2018-04-08,Men's hair cut,CHAG01,BECKY,1,30.0,1.5,2.4
587,1470,2018-07-11,Highlights partial,PRIL01,JOANNE,1,160.0,8.0,12.8
588,1470,2018-07-11,miscellaneous,PRIL01,HOUSE,1,-40.0,-2.0,-3.2
589,1471,2018-07-11,Women's hair cut,JARM01,JJ,1,102.0,5.1,8.16
590,1472,2018-07-11,Women's hair cut,NICM01,JJ,1,102.0,5.1,8.16
591,1473,2018-07-11,Blowdry,CLAJ01,TANYA,1,35.0,1.75,2.8
592,1475,2018-07-12,Men's hair cut,RIJR01,JJ,1,40.0,2.0,3.2
593,1476,2018-07-12,Women's hair cut,STEC01,JJ,1,82.0,4.1,6.56
594,1478,2018-07-12,Men's hair cut,SITB01,KELLY,1,35.0,1.75,2.8
595,1478,2018-07-12,Color full color,SITB01,KELLY,1,50.0,2.5,4.0
596,1479,2018-07-12,Men's hair cut,FLAD01,BECKY,1,50.0,2.5,4.0
597,148,2018-04-08,Blowdry,DOWR01,BECKY,1,50.0,2.5,4.0
598,1480,2018-07-12,Women's hair cut,WAIS01,BECKY,1,80.0,4.0,6.4
599,1481,2018-07-12,Women's hair cut,SPEC01,BECKY,1,60.0,3.0,4.8
600,1482,2018-07-12,Color touch up,HENA01,JOANNE,1,70.0,3.5,5.6
601,1482,2018-07-12,Women's hair cut,HENA01,BECKY,1,80.0,4.0,6.4
602,1483,2018-07-12,Women's hair cut,GOUE01,BECKY,1,80.0,4.0,6.4
603,1484,2018-07-12,Color full color,MAEJ01,JOANNE,1,85.0,4.25,6.8
604,1484,2018-07-12,Women's hair cut,MAEJ01,JJ,1,102.0,5.1,8.16
605,1485,2018-07-12,Accent lights and color,BROF01,JOANNE,1,140.0,7.0,11.2
606,1485,2018-07-12,Blowdry,BROF01,KELLY,1,55.0,2.75,4.4
607,1486,2018-07-12,Women's hair cut,TAYD01,JJ,1,102.0,5.1,8.16
608,1487,2018-07-12,Blowdry,WRIM01,TANYA,1,15.0,0.75,1.2
609,1488,2018-07-12,Women's hair cut,POLB01,BECKY,1,80.0,4.0,6.4
610,1489,2018-07-12,Men's hair cut,ZIMJ01,JJ,1,60.0,3.0,4.8
611,149,2018-04-08,Highlights full,HUDM01,JJ,1,0.0,0.0,0.0
612,1490,2018-07-12,Women's hair cut,JARS01,JJ,1,82.0,4.1,6.56
613,1492,2018-07-12,Color full color,DUBO01,TANYA,1,35.0,1.75,2.8
614,1493,2018-07-12,Blowdry,MOOJ01,KELLY,1,35.0,1.75,2.8
615,1494,2018-07-12,Women's hair cut,BUSC01,JJ,1,102.0,5.1,8.16
616,1494,2018-07-12,accent lights,BUSC01,JOANNE,1,80.0,4.0,6.4
617,1495,2018-07-12,Blowdry,DOWR01,BECKY,1,50.0,2.5,4.0
618,1496,2018-07-12,Consultation,JACA01,JJ,1,0.0,0.0,0.0
619,1498,2018-07-13,Blowdry,SIRM01,BECKY,1,50.0,2.5,4.0
620,1498,2018-07-13,miscellaneous,SIRM01,HOUSE,1,-50.0,-2.5,-4.0
621,1499,2018-07-13,Women's hair cut,FREK01,BECKY,1,60.0,3.0,4.8
622,15,2018-03-16,Women's hair cut,PARC01,JJ,1,82.0,4.1,6.56
623,150,2018-04-10,Women's hair cut,MARD01,BECKY,1,60.0,3.0,4.8
624,1501,2018-07-13,Blowdry,SKUD01,BECKY,1,50.0,2.5,4.0
625,1501,2018-07-13,miscellaneous,SKUD01,HOUSE,1,-50.0,-2.5,-4.0
626,1502,2018-07-13,Women's hair cut,BOWM01,JJ,1,102.0,5.1,8.16
