,Date_CD,Year,Season,WeekEnd,LastYear,LastSeason,LastWeekEnd,Date,LastDate,DaysRecency,ClientType,Staff,BLastStaff,RTLastStaff,StaffCancType,BLastServiceCode,BLastWomenMenService,BLastColorCutService,LastServiceCategory,LastServicePrice,LastServiceCost,ServiceCode,ServiceCancType,WomenMenService,ColorCutService,ServiceCategory,ServicePrice,ServiceCost,RTLastWomenMen,RTLastColorCutReciept,LastTotalAmount,LastTotalGST,LastTotalPST,WasProdPerch,IsCanceled,CancelDay,CancelWeekday,CanceledBy,Days,LastIsCanceled,LastCanceledBy,LastCancelWeekday,TotalClientCancellationsTillNow,TotalClientBookingsTillNow,CancellationPcnt
223,20180805,2018,Summer,1,2018.0,Summer,1.0,2018-08-05,2018-08-05,0.0,LowCancClient,JOANNE,JJ,,HighCancStaff,SHCW,Woman,Cut,STYLE,102.0,5.0,CFC,HighCancService,Other,Color,COLOR,0,10,,,,,,,0,,,,,0.0,,,0.0,1,0.0
224,20180805,2018,Summer,1,2018.0,Summer,1.0,2018-08-05,2018-08-05,0.0,LowCancClient,JOANNE,JOANNE,,HighCancStaff,CFC,Other,Color,COLOR,0.0,10.0,CFC,HighCancService,Other,Color,COLOR,0,10,,,,,,,0,,,,,0.0,,,0.0,3,0.0
225,20180711,2018,Summer,0,2018.0,Summer,0.0,2018-07-11,2018-07-11,0.0,HighCancClient,JOANNE,JJ,,HighCancStaff,SHCW,Woman,Cut,STYLE,102.0,5.0,CFC,HighCancService,Other,Color,COLOR,0,10,,,,,,,1,10.0,3.0,BECKY,1.0,1.0,BECKY,3.0,1.0,1,1.0
226,20180711,2018,Summer,0,2018.0,Summer,0.0,2018-07-11,2018-07-11,0.0,HighCancClient,JOANNE,JOANNE,,HighCancStaff,CFC,Other,Color,COLOR,0.0,10.0,CFC,HighCancService,Other,Color,COLOR,0,10,,,,,,,1,10.0,3.0,BECKY,1.0,1.0,BECKY,3.0,3.0,3,1.0
227,20180615,2018,Summer,1,2018.0,Summer,1.0,2018-06-15,2018-06-15,0.0,HighCancClient,JOANNE,JOANNE,JJ,HighCancStaff,CFC,Other,Color,COLOR,0.0,10.0,CFC,HighCancService,Other,Color,COLOR,0,10,Other,Other,111.0,9.82,15.712,0.0,0,,,,,0.0,,,6.0,10,0.6
228,20180615,2018,Summer,1,2018.0,Summer,1.0,2018-06-15,2018-06-15,0.0,HighCancClient,JOANNE,JJ,JJ,HighCancStaff,SBD,Other,Other,STYLE,0.0,5.0,CFC,HighCancService,Other,Color,COLOR,0,10,Other,Other,111.0,9.82,15.712,0.0,0,,,,,1.0,ADMIN,5.0,5.0,7,0.7142857142857143
229,20180615,2018,Summer,1,2018.0,Summer,1.0,2018-06-15,2018-06-15,0.0,HighCancClient,JOANNE,JJ,JJ,HighCancStaff,CFC,Other,Color,COLOR,0.0,10.0,CFC,HighCancService,Other,Color,COLOR,0,10,Other,Other,111.0,9.82,15.712,0.0,0,,,,,1.0,JJ,3.0,2.0,4,0.5
230,20180629,2018,Summer,1,,,,2018-06-29,,,MediumCancClient,JOANNE,,,HighCancStaff,,,,,,,CFC,HighCancService,Other,Color,COLOR,0,10,,,,,,,1,29.0,6.0,BECKY,0.0,,,,,0,
231,20180531,2018,Spring,0,2018.0,Spring,0.0,2018-05-31,2018-05-31,0.0,LowCancClient,JOANNE,BECKY,,HighCancStaff,SBD,Other,Other,STYLE,0.0,5.0,CFC,HighCancService,Other,Color,COLOR,0,10,,,,,,,0,,,,,0.0,,,0.0,1,0.0
232,20180531,2018,Spring,0,2018.0,Spring,0.0,2018-05-31,2018-05-31,0.0,LowCancClient,JOANNE,JOANNE,,HighCancStaff,CFC,Other,Color,COLOR,0.0,10.0,CFC,HighCancService,Other,Color,COLOR,0,10,,,,,,,0,,,,,0.0,,,0.0,3,0.0
233,20180828,2018,Summer,0,2018.0,Summer,0.0,2018-08-28,2018-08-28,0.0,LowCancClient,JOANNE,JOANNE,,HighCancStaff,CFC,Other,Color,COLOR,0.0,10.0,CFC,HighCancService,Other,Color,COLOR,0,10,,,,,,,0,,,,,0.0,,,2.0,14,0.14285714285714285
234,20180906,2018,Fall,0,,,,2018-09-06,,,LowCancClient,JOANNE,,,HighCancStaff,,,,,,,CFC,HighCancService,Other,Color,COLOR,0,10,,,,,,,0,,,,,,,,,0,
235,20180828,2018,Summer,0,2018.0,Summer,0.0,2018-08-28,2018-08-28,0.0,LowCancClient,JOANNE,BECKY,,HighCancStaff,SHCW,Woman,Cut,STYLE,102.0,5.0,CFC,HighCancService,Other,Color,COLOR,0,10,,,,,,,0,,,,,0.0,,,2.0,12,0.16666666666666666
236,20180526,2018,Spring,1,,,,2018-05-26,,,LowCancClient,JOANNE,,,HighCancStaff,,,,,,,CFC,HighCancService,Other,Color,COLOR,0,10,,,,,,,0,,,,,,,,,0,
237,20180828,2018,Summer,0,2018.0,Summer,0.0,2018-08-28,2018-08-28,0.0,LowCancClient,JOANNE,BECKY,,HighCancStaff,SHCM,Man,Cut,STYLE,0.0,5.0,CFC,HighCancService,Other,Color,COLOR,0,10,,,,,,,0,,,,,1.0,JJ,3.0,2.0,10,0.2
238,20180714,2018,Summer,1,2018.0,Summer,1.0,2018-07-14,2018-07-14,0.0,LowCancClient,JOANNE,BECKY,JOANNE,HighCancStaff,SHCW,Woman,Cut,STYLE,102.0,5.0,CFC,HighCancService,Other,Color,COLOR,0,10,Other,Color,254.0,12.7775,20.444,0.0,0,,,,,0.0,,,0.0,5,0.0
239,20180714,2018,Summer,1,2018.0,Summer,1.0,2018-07-14,2018-07-14,0.0,LowCancClient,JOANNE,JOANNE,JOANNE,HighCancStaff,CFC,Other,Color,COLOR,0.0,10.0,CFC,HighCancService,Other,Color,COLOR,0,10,Other,Color,254.0,12.7775,20.444,0.0,0,,,,,0.0,,,0.0,7,0.0
240,20180630,2018,Summer,1,2018.0,Summer,1.0,2018-06-30,2018-06-30,0.0,LowCancClient,JOANNE,BECKY,BECKY,HighCancStaff,SHCW,Woman,Cut,STYLE,102.0,5.0,CFC,HighCancService,Other,Color,COLOR,0,10,Woman,Cut,60.0,3.0,4.8,0.0,0,,,,,0.0,,,0.0,2,0.0
241,20180630,2018,Summer,1,2018.0,Summer,1.0,2018-06-30,2018-06-30,0.0,LowCancClient,JOANNE,BECKY,BECKY,HighCancStaff,SHCW,Woman,Cut,STYLE,102.0,5.0,CFC,HighCancService,Other,Color,COLOR,0,10,Woman,Cut,60.0,3.0,4.8,0.0,1,26.0,3.0,JJ,4.0,0.0,,,0.0,3,0.0
242,20180630,2018,Summer,1,2018.0,Summer,1.0,2018-06-30,2018-06-30,0.0,LowCancClient,JOANNE,JOANNE,BECKY,HighCancStaff,CFC,Other,Color,COLOR,0.0,10.0,CFC,HighCancService,Other,Color,COLOR,0,10,Woman,Cut,60.0,3.0,4.8,0.0,0,,,,,0.0,,,0.0,4,0.0
243,20180630,2018,Summer,1,2018.0,Summer,1.0,2018-06-30,2018-06-30,0.0,LowCancClient,JOANNE,JOANNE,BECKY,HighCancStaff,CFC,Other,Color,COLOR,0.0,10.0,CFC,HighCancService,Other,Color,COLOR,0,10,Woman,Cut,60.0,3.0,4.8,0.0,1,26.0,3.0,JJ,4.0,0.0,,,0.0,5,0.0
244,20180630,2018,Summer,1,2018.0,Summer,1.0,2018-06-30,2018-06-30,0.0,LowCancClient,JOANNE,JOANNE,BECKY,HighCancStaff,CFC,Other,Color,COLOR,0.0,10.0,CFC,HighCancService,Other,Color,COLOR,0,10,Woman,Cut,60.0,3.0,4.8,0.0,0,,,,,1.0,JJ,3.0,1.0,6,0.16666666666666666
245,20180630,2018,Summer,1,2018.0,Summer,1.0,2018-06-30,2018-06-30,0.0,LowCancClient,JOANNE,JOANNE,BECKY,HighCancStaff,CFC,Other,Color,COLOR,0.0,10.0,CFC,HighCancService,Other,Color,COLOR,0,10,Woman,Cut,60.0,3.0,4.8,0.0,1,26.0,3.0,JJ,4.0,1.0,JJ,3.0,2.0,7,0.2857142857142857
246,20180616,2018,Summer,1,2018.0,Summer,1.0,2018-06-16,2018-06-16,0.0,LowCancClient,JOANNE,JJ,JJ,HighCancStaff,SHCW,Woman,Cut,STYLE,102.0,5.0,CFC,HighCancService,Other,Color,COLOR,0,10,Woman,Cut,82.0,4.1,6.56,0.0,0,,,,,0.0,,,0.0,1,0.0
247,20180616,2018,Summer,1,2018.0,Summer,1.0,2018-06-16,2018-06-16,0.0,LowCancClient,JOANNE,JOANNE,JJ,HighCancStaff,CFC,Other,Color,COLOR,0.0,10.0,CFC,HighCancService,Other,Color,COLOR,0,10,Woman,Cut,82.0,4.1,6.56,0.0,0,,,,,0.0,,,0.0,3,0.0
248,20180615,2018,Summer,1,,,,2018-06-15,,,MediumCancClient,KELLY,,,HighCancStaff,,,,,,,CFC,HighCancService,Other,Color,COLOR,0,10,,,,,,,1,13.0,4.0,JJ,2.0,,,,,0,
249,20180604,2018,Summer,0,2018.0,Summer,0.0,2018-06-04,2018-06-04,0.0,LowCancClient,KELLY,BECKY,,HighCancStaff,SBD,Other,Other,STYLE,0.0,5.0,CFC,HighCancService,Other,Color,COLOR,0,10,,,,,,,0,,,,,0.0,,,0.0,5,0.0
250,20180604,2018,Summer,0,2018.0,Summer,0.0,2018-06-04,2018-06-04,0.0,LowCancClient,KELLY,KELLY,,HighCancStaff,CFC,Other,Color,COLOR,0.0,10.0,CFC,HighCancService,Other,Color,COLOR,0,10,,,,,,,0,,,,,0.0,,,0.0,7,0.0
251,20180519,2018,Spring,1,,,,2018-05-19,,,LowCancClient,KELLY,,,HighCancStaff,,,,,,,CFC,HighCancService,Other,Color,COLOR,0,10,,,,,,,0,,,,,,,,,0,
252,20181207,2018,Winter,1,,,,2018-12-07,,,LowCancClient,KELLY,,,HighCancStaff,,,,,,,CFC,HighCancService,Other,Color,COLOR,0,10,,,,,,,0,,,,,,,,,0,
253,20180605,2018,Summer,0,,,,2018-06-05,,,HighCancClient,KELLY,,,HighCancStaff,,,,,,,CFC,HighCancService,Other,Color,COLOR,0,10,,,,,,,1,5.0,3.0,JJ,0.0,,,,,0,
254,20180529,2018,Spring,0,,,,2018-05-29,,,LowCancClient,KELLY,,,HighCancStaff,,,,,,,CFC,HighCancService,Other,Color,COLOR,0,10,,,,,,,0,,,,,,,,,0,
255,20180602,2018,Summer,1,2018.0,Winter,0.0,2018-06-02,2018-02-06,116.0,LowCancClient,KELLY,KELLY,,HighCancStaff,CTU,Other,Color,COLOR,0.0,10.0,CFC,HighCancService,Other,Color,COLOR,0,10,,,,,,,1,1.0,6.0,KELLY,1.0,0.0,,,0.0,2,0.0
256,20180602,2018,Summer,1,2018.0,Winter,0.0,2018-06-02,2018-02-06,116.0,LowCancClient,KELLY,KELLY,,HighCancStaff,SHCW,Woman,Cut,STYLE,102.0,5.0,CFC,HighCancService,Other,Color,COLOR,0,10,,,,,,,1,1.0,6.0,KELLY,1.0,0.0,,,0.0,4,0.0
257,20180403,2018,Spring,0,2018.0,Spring,0.0,2018-04-03,2018-03-07,27.0,LowCancClient,KELLY,BECKY,,HighCancStaff,SBD,Other,Other,STYLE,0.0,5.0,CFC,HighCancService,Other,Color,COLOR,0,10,,,,,,,1,3.0,3.0,JJ,0.0,0.0,,,0.0,2,0.0
258,20180726,2018,Summer,0,2018.0,Summer,0.0,2018-07-26,2018-07-04,22.0,LowCancClient,JOANNE,BECKY,JOANNE,HighCancStaff,SHCW,Woman,Cut,STYLE,102.0,5.0,CFC,HighCancService,Other,Color,COLOR,0,10,Man,Other,172.0,8.6365,13.8184,0.0,0,,,,,0.0,,,0.0,12,0.0
259,20180726,2018,Summer,0,2018.0,Summer,0.0,2018-07-26,2018-07-04,22.0,LowCancClient,JOANNE,KELLY,JOANNE,HighCancStaff,CFC,Other,Color,COLOR,0.0,10.0,CFC,HighCancService,Other,Color,COLOR,0,10,Man,Other,172.0,8.6365,13.8184,0.0,0,,,,,0.0,,,0.0,14,0.0
260,20180623,2018,Summer,1,,,,2018-06-23,,,MediumCancClient,JOANNE,,,HighCancStaff,,,,,,,CFC,HighCancService,Other,Color,COLOR,0,10,,,,,,,0,,,,,,,,,0,
261,20180607,2018,Summer,0,,,,2018-06-07,,,LowCancClient,KELLY,,,HighCancStaff,,,,,,,CFC,HighCancService,Other,Color,COLOR,0,10,,,,,,,1,7.0,5.0,KELLY,0.0,,,,,0,
262,20180524,2018,Spring,0,,,,2018-05-24,,,LowCancClient,JOANNE,,,HighCancStaff,,,,,,,CFC,HighCancService,Other,Color,COLOR,0,10,,,,,,,0,,,,,,,,,0,
263,20180628,2018,Summer,0,,,,2018-06-28,,,LowCancClient,KELLY,,,HighCancStaff,,,,,,,CFC,HighCancService,Other,Color,COLOR,0,10,,,,,,,0,,,,,,,,,0,
264,20180407,2018,Spring,1,2018.0,Spring,1.0,2018-04-07,2018-04-07,0.0,LowCancClient,JOANNE,JJ,,HighCancStaff,SBD,Other,Other,STYLE,0.0,5.0,CFC,HighCancService,Other,Color,COLOR,0,10,,,,,,,0,,,,,0.0,,,0.0,5,0.0
265,20180407,2018,Spring,1,2018.0,Spring,1.0,2018-04-07,2018-04-07,0.0,LowCancClient,JOANNE,JOANNE,,HighCancStaff,CFC,Other,Color,COLOR,0.0,10.0,CFC,HighCancService,Other,Color,COLOR,0,10,,,,,,,0,,,,,0.0,,,0.0,7,0.0
266,20180806,2018,Summer,0,2018.0,Summer,1.0,2018-08-06,2018-07-07,30.0,LowCancClient,JOANNE,JJ,,HighCancStaff,CFC,Other,Color,COLOR,0.0,10.0,CFC,HighCancService,Other,Color,COLOR,0,10,,,,,,,0,,,,,1.0,KELLY,4.0,2.0,11,0.18181818181818182
267,20180806,2018,Summer,0,2018.0,Summer,1.0,2018-08-06,2018-07-07,30.0,LowCancClient,JOANNE,JJ,,HighCancStaff,SBD,Other,Other,STYLE,0.0,5.0,CFC,HighCancService,Other,Color,COLOR,0,10,,,,,,,0,,,,,0.0,,,2.0,13,0.15384615384615385
268,20180627,2018,Summer,0,2018.0,Summer,0.0,2018-06-27,2018-06-13,14.0,LowCancClient,KELLY,KELLY,KELLY,HighCancStaff,SHCW,Woman,Cut,STYLE,102.0,5.0,CFC,HighCancService,Other,Color,COLOR,0,10,Woman,Cut,55.0,2.75,4.4,0.0,0,,,,,0.0,,,0.0,1,0.0
269,20180519,2018,Spring,1,,,,2018-05-19,,,LowCancClient,KELLY,,,HighCancStaff,,,,,,,CFC,HighCancService,Other,Color,COLOR,0,10,,,,,,,0,,,,,,,,,0,
270,20180704,2018,Summer,0,2018.0,Summer,0.0,2018-07-04,2018-07-04,0.0,LowCancClient,KELLY,BECKY,,HighCancStaff,SHCW,Woman,Cut,STYLE,102.0,5.0,CFC,HighCancService,Other,Color,COLOR,0,10,,,,,,,0,,,,,0.0,,,0.0,11,0.0
271,20180704,2018,Summer,0,2018.0,Summer,0.0,2018-07-04,2018-07-04,0.0,LowCancClient,KELLY,KELLY,,HighCancStaff,CFC,Other,Color,COLOR,0.0,10.0,CFC,HighCancService,Other,Color,COLOR,0,10,,,,,,,0,,,,,0.0,,,0.0,13,0.0
272,20181207,2018,Winter,1,,,,2018-12-07,,,MediumCancClient,TANYA,,,LowCancStaff,,,,,,,CFC,HighCancService,Other,Color,COLOR,0,10,,,,,,,0,,,,,,,,,0,
273,20180404,2018,Spring,0,2018.0,Spring,1.0,2018-04-04,2018-03-16,19.0,LowCancClient,KELLY,JJ,,HighCancStaff,SHCW,Woman,Cut,STYLE,102.0,5.0,CHLFH,LowCancService,Other,Other,COLOR,0,10,,,,,,,1,3.0,3.0,JJ,1.0,0.0,,,0.0,1,0.0
274,20180404,2018,Spring,0,,,,2018-04-04,,,LowCancClient,KELLY,,,HighCancStaff,,,,,,,CHLFH,LowCancService,Other,Other,COLOR,0,10,,,,,,,0,,,,,,,,,0,
275,20180526,2018,Spring,1,,,,2018-05-26,,,LowCancClient,JOANNE,,,HighCancStaff,,,,,,,CHLFH,LowCancService,Other,Other,COLOR,0,10,,,,,,,0,,,,,,,,,0,
276,20180614,2018,Summer,0,,,,2018-06-14,,,MediumCancClient,JOANNE,,,HighCancStaff,,,,,,,CHLFH,LowCancService,Other,Other,COLOR,0,10,,,,,,,0,,,,,,,,,0,
277,20180805,2018,Summer,1,2018.0,Summer,1.0,2018-08-05,2018-08-05,0.0,MediumCancClient,JOANNE,BECKY,,HighCancStaff,SBD,Other,Other,STYLE,0.0,5.0,CHLFH,LowCancService,Other,Other,COLOR,0,10,,,,,,,0,,,,,0.0,,,1.0,2,0.5
278,20180805,2018,Summer,1,2018.0,Summer,1.0,2018-08-05,2018-08-05,0.0,MediumCancClient,JOANNE,JOANNE,,HighCancStaff,CHLFH,Other,Other,COLOR,0.0,10.0,CHLFH,LowCancService,Other,Other,COLOR,0,10,,,,,,,0,,,,,0.0,,,1.0,3,0.3333333333333333
279,20180731,2018,Summer,0,2018.0,Summer,1.0,2018-07-31,2018-07-28,3.0,LowCancClient,JOANNE,JOANNE,,HighCancStaff,CON,Other,Other,MISC,0.0,0.0,CHLFH,LowCancService,Other,Other,COLOR,0,10,,,,,,,0,,,,,0.0,,,0.0,10,0.0
280,20181005,2018,Fall,1,,,,2018-10-05,,,MediumCancClient,JOANNE,,,HighCancStaff,,,,,,,CHLFH,LowCancService,Other,Other,COLOR,0,10,,,,,,,0,,,,,,,,,0,
281,20180510,2018,Spring,0,2018.0,Spring,1.0,2018-05-10,2018-04-28,12.0,LowCancClient,JOANNE,SINEAD,,HighCancStaff,SBD,Other,Other,STYLE,0.0,5.0,CHLFH,LowCancService,Other,Other,COLOR,0,10,,,,,,,1,9.0,4.0,JJ,1.0,0.0,,,0.0,10,0.0
282,20181205,2018,Winter,0,2018.0,Winter,0.0,2018-12-05,2018-12-05,0.0,LowCancClient,JOANNE,JJ,,HighCancStaff,SHCW,Woman,Cut,STYLE,102.0,5.0,CHLFH,LowCancService,Other,Other,COLOR,0,10,,,,,,,0,,,,,0.0,,,0.0,1,0.0
283,20181205,2018,Winter,0,2018.0,Winter,0.0,2018-12-05,2018-12-05,0.0,LowCancClient,JOANNE,JOANNE,,HighCancStaff,CHLFH,Other,Other,COLOR,0.0,10.0,CHLFH,LowCancService,Other,Other,COLOR,0,10,,,,,,,0,,,,,0.0,,,0.0,2,0.0
284,20180731,2018,Summer,0,2018.0,Summer,0.0,2018-07-31,2018-06-19,42.0,LowCancClient,JOANNE,JOANNE,,HighCancStaff,CHLPL,Other,Other,COLOR,0.0,10.0,CHLFH,LowCancService,Other,Other,COLOR,0,10,,,,,,,0,,,,,0.0,,,0.0,1,0.0
285,20180805,2018,Summer,1,2018.0,Summer,0.0,2018-08-05,2018-07-31,5.0,LowCancClient,JOANNE,JOANNE,,HighCancStaff,CHLFH,Other,Other,COLOR,0.0,10.0,CHLFH,LowCancService,Other,Other,COLOR,0,10,,,,,,,0,,,,,0.0,,,0.0,2,0.0
286,20180109,2018,Winter,0,2018.0,Winter,0.0,2018-01-09,2018-01-09,0.0,LowCancClient,JOANNE,JJ,,HighCancStaff,SHCW,Woman,Cut,STYLE,102.0,5.0,CHLFH,LowCancService,Other,Other,COLOR,0,10,,,,,,,0,,,,,0.0,,,0.0,1,0.0
287,20180109,2018,Winter,0,2018.0,Winter,0.0,2018-01-09,2018-01-09,0.0,LowCancClient,JOANNE,JOANNE,,HighCancStaff,CHLFH,Other,Other,COLOR,0.0,10.0,CHLFH,LowCancService,Other,Other,COLOR,0,10,,,,,,,0,,,,,0.0,,,0.0,3,0.0
288,20181205,2018,Winter,0,2018.0,Summer,1.0,2018-12-05,2018-07-07,151.0,LowCancClient,JOANNE,JJ,,HighCancStaff,SHCW,Woman,Cut,STYLE,102.0,5.0,CHLFH,LowCancService,Other,Other,COLOR,0,10,,,,,,,0,,,,,0.0,,,0.0,6,0.0
289,20181205,2018,Winter,0,2018.0,Summer,1.0,2018-12-05,2018-07-07,151.0,LowCancClient,JOANNE,JOANNE,,HighCancStaff,CHLPL,Other,Other,COLOR,0.0,10.0,CHLFH,LowCancService,Other,Other,COLOR,0,10,,,,,,,0,,,,,0.0,,,0.0,8,0.0
290,20180804,2018,Summer,1,2018.0,Summer,0.0,2018-08-04,2018-07-24,11.0,LowCancClient,JJ,JJ,,HighCancStaff,SHCW,Woman,Cut,STYLE,102.0,5.0,CHLFH,LowCancService,Other,Other,COLOR,0,10,,,,,,,0,,,,,1.0,JJ,2.0,5.0,16,0.3125
291,20180519,2018,Spring,1,,,,2018-05-19,,,MediumCancClient,JOANNE,,,HighCancStaff,,,,,,,CHLFHC,MediumCancService,Other,Color,COLOR,0,0,,,,,,,0,,,,,,,,,0,
292,20180726,2018,Summer,0,2018.0,Summer,0.0,2018-07-26,2018-07-25,1.0,LowCancClient,KELLY,KELLY,,HighCancStaff,SBD,Other,Other,STYLE,0.0,5.0,CHLHH,LowCancService,Other,Other,COLOR,0,10,,,,,,,0,,,,,0.0,,,0.0,1,0.0
293,20180307,2018,Spring,0,,,,2018-03-07,,,LowCancClient,KELLY,,,HighCancStaff,,,,,,,CHLHH,LowCancService,Other,Other,COLOR,0,10,,,,,,,0,,,,,,,,,0,
294,20180721,2018,Summer,1,,,,2018-07-21,,,LowCancClient,KELLY,,,HighCancStaff,,,,,,,CHLHH,LowCancService,Other,Other,COLOR,0,10,,,,,,,0,,,,,,,,,0,
295,20180727,2018,Summer,1,2018.0,Spring,0.0,2018-07-27,2018-03-06,143.0,LowCancClient,TANYA,BECKY,,LowCancStaff,SHCW,Woman,Cut,STYLE,102.0,5.0,CHLHH,LowCancService,Other,Other,COLOR,0,10,,,,,,,1,27.0,6.0,JOANNE,0.0,0.0,,,0.0,1,0.0
296,20180720,2018,Summer,1,,,,2018-07-20,,,LowCancClient,KELLY,,,HighCancStaff,,,,,,,CHLHHC,LowCancService,Other,Color,COLOR,0,10,,,,,,,0,,,,,,,,,0,
297,20180728,2018,Summer,1,2018.0,Summer,1.0,2018-07-28,2018-07-28,0.0,LowCancClient,JOANNE,BECKY,,HighCancStaff,SHCW,Woman,Cut,STYLE,102.0,5.0,CHLHHC,LowCancService,Other,Color,COLOR,0,10,,,,,,,0,,,,,0.0,,,0.0,1,0.0
298,20180728,2018,Summer,1,2018.0,Summer,1.0,2018-07-28,2018-07-28,0.0,LowCancClient,JOANNE,JOANNE,,HighCancStaff,CHLHHC,Other,Color,COLOR,0.0,10.0,CHLHHC,LowCancService,Other,Color,COLOR,0,10,,,,,,,0,,,,,0.0,,,0.0,2,0.0
299,20180717,2018,Summer,0,,,,2018-07-17,,,LowCancClient,KELLY,,,HighCancStaff,,,,,,,CHLHHC,LowCancService,Other,Color,COLOR,0,10,,,,,,,0,,,,,,,,,0,
300,20180704,2018,Summer,0,2018.0,Summer,0.0,2018-07-04,2018-07-04,0.0,LowCancClient,KELLY,JJ,,HighCancStaff,SBD,Other,Other,STYLE,0.0,5.0,CHLPHC,HighCancService,Other,Color,COLOR,0,10,,,,,,,0,,,,,0.0,,,0.0,1,0.0
301,20180704,2018,Summer,0,2018.0,Summer,0.0,2018-07-04,2018-07-04,0.0,LowCancClient,KELLY,KELLY,,HighCancStaff,CHLPHC,Other,Color,COLOR,0.0,10.0,CHLPHC,HighCancService,Other,Color,COLOR,0,10,,,,,,,0,,,,,0.0,,,0.0,2,0.0
302,20181206,2018,Winter,0,2018.0,Fall,1.0,2018-12-06,2018-10-07,60.0,LowCancClient,JOANNE,JJ,,HighCancStaff,SHCW,Woman,Cut,STYLE,102.0,5.0,CHLPHC,HighCancService,Other,Color,COLOR,0,10,,,,,,,0,,,,,0.0,,,0.0,3,0.0
303,20180517,2018,Spring,0,,,,2018-05-17,,,LowCancClient,JOANNE,,,HighCancStaff,,,,,,,CHLPHC,HighCancService,Other,Color,COLOR,0,10,,,,,,,0,,,,,,,,,0,
304,20180821,2018,Summer,0,2018.0,Summer,0.0,2018-08-21,2018-06-21,61.0,LowCancClient,JOANNE,JOANNE,,HighCancStaff,CTU,Other,Color,COLOR,0.0,10.0,CHLPHC,HighCancService,Other,Color,COLOR,0,10,,,,,,,0,,,,,0.0,,,0.0,6,0.0
305,20180821,2018,Summer,0,2018.0,Summer,0.0,2018-08-21,2018-06-21,61.0,LowCancClient,JOANNE,KELLY,,HighCancStaff,SHCW,Woman,Cut,STYLE,102.0,5.0,CHLPHC,HighCancService,Other,Color,COLOR,0,10,,,,,,,0,,,,,0.0,,,0.0,8,0.0
306,20180523,2018,Spring,0,2018.0,Spring,0.0,2018-05-23,2018-05-23,0.0,LowCancClient,JOANNE,JJ,,HighCancStaff,SHCW,Woman,Cut,STYLE,102.0,5.0,CHLPHC,HighCancService,Other,Color,COLOR,0,10,,,,,,,0,,,,,0.0,,,0.0,1,0.0
307,20180523,2018,Spring,0,2018.0,Spring,0.0,2018-05-23,2018-05-23,0.0,LowCancClient,JOANNE,JOANNE,,HighCancStaff,CHLPHC,Other,Color,COLOR,0.0,10.0,CHLPHC,HighCancService,Other,Color,COLOR,0,10,,,,,,,0,,,,,0.0,,,0.0,3,0.0
308,20180605,2018,Summer,0,2018.0,Summer,1.0,2018-06-05,2018-06-01,4.0,HighCancClient,JOANNE,BECKY,,HighCancStaff,SMO,Man,Other,STYLE,300.0,10.0,CHLPHC,HighCancService,Other,Color,COLOR,0,10,,,,,,,1,18.0,6.0,JOANNE,18.0,1.0,BECKY,6.0,10.0,10,1.0
309,20180519,2018,Spring,1,2018.0,Spring,0.0,2018-05-19,2018-05-17,2.0,LowCancClient,JOANNE,JOANNE,,HighCancStaff,CMT,Other,Color,COLOR,0.0,10.0,CHLPHC,HighCancService,Other,Color,COLOR,0,10,,,,,,,1,17.0,5.0,BECKY,2.0,0.0,,,2.0,9,0.2222222222222222
310,20180519,2018,Spring,1,2018.0,Spring,0.0,2018-05-19,2018-05-17,2.0,LowCancClient,JOANNE,SINEAD,,HighCancStaff,SBD,Other,Other,STYLE,0.0,5.0,CHLPHC,HighCancService,Other,Color,COLOR,0,10,,,,,,,1,17.0,5.0,BECKY,2.0,0.0,,,2.0,11,0.18181818181818182
311,20180531,2018,Spring,0,2018.0,Spring,0.0,2018-05-31,2018-05-24,7.0,LowCancClient,JOANNE,JOANNE,JOANNE,HighCancStaff,CTU,Other,Color,COLOR,0.0,10.0,CHLPHC,HighCancService,Other,Color,COLOR,0,10,Other,Color,160.0,19.1,30.56,0.0,1,17.0,5.0,BECKY,14.0,0.0,,,0.0,10,0.0
312,20180531,2018,Spring,0,2018.0,Spring,0.0,2018-05-31,2018-05-24,7.0,LowCancClient,JOANNE,SINEAD,JOANNE,HighCancStaff,SHCW,Woman,Cut,STYLE,102.0,5.0,CHLPHC,HighCancService,Other,Color,COLOR,0,10,Other,Color,160.0,19.1,30.56,0.0,1,17.0,5.0,BECKY,14.0,0.0,,,0.0,12,0.0
313,20180629,2018,Summer,1,2018.0,Summer,1.0,2018-06-29,2018-06-29,0.0,LowCancClient,JOANNE,JJ,JOANNE,HighCancStaff,SHCW,Woman,Cut,STYLE,102.0,5.0,CHLPHC,HighCancService,Other,Color,COLOR,0,10,Other,Other,242.0,12.1,19.36,0.0,0,,,,,0.0,,,0.0,1,0.0
314,20180629,2018,Summer,1,2018.0,Summer,1.0,2018-06-29,2018-06-29,0.0,LowCancClient,JOANNE,JOANNE,JOANNE,HighCancStaff,CHLPHC,Other,Color,COLOR,0.0,10.0,CHLPHC,HighCancService,Other,Color,COLOR,0,10,Other,Other,242.0,12.1,19.36,0.0,0,,,,,0.0,,,0.0,3,0.0
